"","complaint.category","Total Population","Census Measure","decile"
"29485","household",5309,"income_decile",6
"29486","noise",9629,"income_decile",10
"29487","household",1960,"income_decile",2
"29488","collection",2946,"income_decile",2
"29489","collection",1641,"income_decile",1
"29490","other",1260,"income_decile",1
"29491","collection",3528,"income_decile",2
"29492","other",7737,"income_decile",9
"29493","other",6952,"income_decile",7
"29494","other",4218,"income_decile",6
"29495","other",7176,"income_decile",10
"29496","other",3013,"income_decile",2
"29497","other",1787,"income_decile",1
"29498","household",3013,"income_decile",2
"29499","household",9916,"income_decile",10
"29500","household",3383,"income_decile",4
"29501","other",3488,"income_decile",2
"29502","other",1795,"income_decile",2
"29503","household",9916,"income_decile",10
"29504","other",3185,"income_decile",3
"29505","parking",1602,"income_decile",1
"29506","other",2872,"income_decile",3
"29507","household",2187,"income_decile",3
"29508","other",189,"income_decile",1
"29509","other",5582,"income_decile",5
"29510","household",4275,"income_decile",6
"29511","collection",3609,"income_decile",6
"29512","collection",3785,"income_decile",5
"29513","collection",3500,"income_decile",5
"29514","other",2885,"income_decile",3
"29515","parking",8802,"income_decile",9
"29516","noise",4113,"income_decile",6
"29517","parking",1066,"income_decile",1
"29518","other",6665,"income_decile",7
"29519","other",9577,"income_decile",9
"29520","household",7958,"income_decile",9
"29521","other",3526,"income_decile",2
"29522","other",1854,"income_decile",1
"29523","other",1822,"income_decile",1
"29524","other",3409,"income_decile",4
"29525","other",2271,"income_decile",1
"29526","parking",8997,"income_decile",10
"29527","other",4218,"income_decile",6
"29528","other",4218,"income_decile",6
"29529","other",0,"income_decile",NA
"29530","other",4682,"income_decile",6
"29531","other",9916,"income_decile",10
"29532","noise",1051,"income_decile",1
"29533","collection",2440,"income_decile",NA
"29534","household",1960,"income_decile",2
"29535","other",4218,"income_decile",6
"29536","parking",1602,"income_decile",1
"29537","parking",9944,"income_decile",10
"29538","other",3943,"income_decile",5
"29539","other",4815,"income_decile",5
"29540","other",5246,"income_decile",8
"29541","parking",2478,"income_decile",3
"29542","other",4218,"income_decile",6
"29543","other",1517,"income_decile",2
"29544","other",5759,"income_decile",9
"29545","household",4218,"income_decile",6
"29546","other",3609,"income_decile",6
"29547","household",3743,"income_decile",3
"29548","collection",4060,"income_decile",6
"29549","collection",2451,"income_decile",1
"29550","household",7906,"income_decile",9
"29551","household",4218,"income_decile",6
"29552","household",7651,"income_decile",7
"29553","other",3491,"income_decile",4
"29554","other",1120,"income_decile",1
"29555","other",3629,"income_decile",3
"29556","household",7906,"income_decile",9
"29557","collection",2914,"income_decile",5
"29558","collection",4188,"income_decile",4
"29559","parking",12370,"income_decile",10
"29560","other",4218,"income_decile",6
"29561","parking",2267,"income_decile",2
"29562","noise",3656,"income_decile",3
"29563","household",8092,"income_decile",8
"29564","parking",2335,"income_decile",2
"29565","other",3899,"income_decile",6
"29566","other",4218,"income_decile",6
"29567","other",2406,"income_decile",2
"29568","household",7651,"income_decile",7
"29569","parking",3220,"income_decile",3
"29570","other",4062,"income_decile",5
"29571","collection",4921,"income_decile",6
"29572","collection",4161,"income_decile",5
"29573","household",4298,"income_decile",7
"29574","other",7906,"income_decile",9
"29575","parking",3629,"income_decile",3
"29576","collection",3666,"income_decile",2
"29577","noise",6847,"income_decile",7
"29578","collection",4367,"income_decile",4
"29579","collection",4835,"income_decile",7
"29580","parking",2187,"income_decile",3
"29581","other",2514,"income_decile",2
"29582","other",4043,"income_decile",7
"29583","collection",4774,"income_decile",7
"29584","collection",2687,"income_decile",5
"29585","household",5246,"income_decile",8
"29586","household",5124,"income_decile",9
"29587","household",3258,"income_decile",7
"29588","other",4327,"income_decile",7
"29589","other",1707,"income_decile",2
"29590","other",3302,"income_decile",4
"29591","parking",2713,"income_decile",2
"29592","parking",6321,"income_decile",10
"29593","collection",6410,"income_decile",8
"29594","other",5817,"income_decile",8
"29595","other",3262,"income_decile",3
"29596","other",6000,"income_decile",9
"29597","household",5124,"income_decile",9
"29598","other",1596,"income_decile",3
"29599","other",5288,"income_decile",5
"29600","other",2880,"income_decile",2
"29601","other",4218,"income_decile",6
"29602","other",8177,"income_decile",10
"29603","parking",4013,"income_decile",4
"29604","other",4346,"income_decile",8
"29605","household",4027,"income_decile",5
"29606","other",1832,"income_decile",1
"29607","collection",2699,"income_decile",3
"29608","collection",2137,"income_decile",1
"29609","household",1960,"income_decile",2
"29610","parking",2406,"income_decile",2
"29611","other",6014,"income_decile",9
"29612","household",6169,"income_decile",8
"29613","other",2464,"income_decile",3
"29614","collection",3922,"income_decile",4
"29615","collection",3922,"income_decile",4
"29616","household",3237,"income_decile",4
"29617","other",1714,"income_decile",1
"29618","household",7651,"income_decile",7
"29619","household",4218,"income_decile",6
"29620","other",5822,"income_decile",8
"29621","other",2442,"income_decile",2
"29622","other",1051,"income_decile",1
"29623","other",3369,"income_decile",4
"29624","other",7815,"income_decile",8
"29625","other",5241,"income_decile",10
"29626","other",5303,"income_decile",7
"29627","other",10588,"income_decile",9
"29628","other",1767,"income_decile",1
"29629","noise",9169,"income_decile",10
"29630","household",1733,"income_decile",3
"29631","other",4732,"income_decile",6
"29632","other",3828,"income_decile",5
"29633","collection",2687,"income_decile",5
"29634","other",2442,"income_decile",2
"29635","other",2148,"income_decile",2
"29636","other",5011,"income_decile",7
"29637","parking",3010,"income_decile",4
"29638","parking",3705,"income_decile",9
"29639","parking",2627,"income_decile",2
"29640","other",4327,"income_decile",7
"29641","other",4218,"income_decile",6
"29642","other",2573,"income_decile",2
"29643","other",6602,"income_decile",7
"29644","other",1902,"income_decile",3
"29645","other",7176,"income_decile",10
"29646","household",7620,"income_decile",9
"29647","household",8305,"income_decile",9
"29648","other",5822,"income_decile",8
"29649","household",5124,"income_decile",9
"29650","other",4871,"income_decile",7
"29651","other",3858,"income_decile",6
"29652","other",4218,"income_decile",6
"29653","other",4218,"income_decile",6
"29654","parking",3082,"income_decile",4
"29655","other",11167,"income_decile",10
"29656","household",12370,"income_decile",10
"29657","other",3543,"income_decile",3
"29658","household",4277,"income_decile",7
"29659","other",3670,"income_decile",5
"29660","other",1778,"income_decile",1
"29661","other",2971,"income_decile",2
"29662","other",2419,"income_decile",1
"29663","other",4327,"income_decile",7
"29664","other",3629,"income_decile",3
"29665","other",1835,"income_decile",1
"29666","household",7752,"income_decile",9
"29667","other",3237,"income_decile",4
"29668","parking",6569,"income_decile",9
"29669","collection",3452,"income_decile",4
"29670","other",4218,"income_decile",6
"29671","other",1960,"income_decile",2
"29672","collection",3922,"income_decile",4
"29673","other",4218,"income_decile",6
"29674","parking",4027,"income_decile",5
"29675","other",7059,"income_decile",9
"29676","parking",3255,"income_decile",3
"29677","other",3858,"income_decile",6
"29678","parking",1884,"income_decile",1
"29679","other",4393,"income_decile",5
"29680","other",2722,"income_decile",5
"29681","other",2678,"income_decile",5
"29682","other",7060,"income_decile",8
"29683","other",12370,"income_decile",10
"29684","other",6534,"income_decile",8
"29685","household",5899,"income_decile",7
"29686","household",3476,"income_decile",3
"29687","other",5124,"income_decile",9
"29688","other",4338,"income_decile",6
"29689","other",2750,"income_decile",3
"29690","household",7958,"income_decile",9
"29691","other",7053,"income_decile",8
"29692","other",3362,"income_decile",6
"29693","other",3102,"income_decile",4
"29694","other",5382,"income_decile",9
"29695","parking",9876,"income_decile",10
"29696","household",5628,"income_decile",6
"29697","other",3457,"income_decile",2
"29698","noise",7280,"income_decile",9
"29699","other",4534,"income_decile",5
"29700","collection",3255,"income_decile",3
"29701","household",3383,"income_decile",4
"29702","other",2487,"income_decile",3
"29703","household",2661,"income_decile",3
"29704","other",1870,"income_decile",5
"29705","noise",2002,"income_decile",3
"29706","parking",1822,"income_decile",1
"29707","other",3290,"income_decile",6
"29708","other",5899,"income_decile",7
"29709","other",2830,"income_decile",2
"29710","household",7904,"income_decile",10
"29711","other",8033,"income_decile",9
"29712","other",5822,"income_decile",8
"29713","household",4218,"income_decile",6
"29714","other",7651,"income_decile",7
"29715","other",2709,"income_decile",3
"29716","other",3178,"income_decile",6
"29717","household",3667,"income_decile",4
"29718","collection",3204,"income_decile",5
"29719","collection",5291,"income_decile",4
"29720","collection",2912,"income_decile",3
"29721","collection",2687,"income_decile",2
"29722","other",5231,"income_decile",7
"29723","collection",1854,"income_decile",1
"29724","parking",4324,"income_decile",7
"29725","other",3659,"income_decile",4
"29726","collection",2711,"income_decile",2
"29727","other",5628,"income_decile",6
"29728","household",7651,"income_decile",7
"29729","household",3237,"income_decile",4
"29730","household",8305,"income_decile",9
"29731","household",3867,"income_decile",4
"29732","household",7651,"income_decile",7
"29733","household",6552,"income_decile",9
"29734","other",4932,"income_decile",6
"29735","household",3991,"income_decile",6
"29736","household",6602,"income_decile",7
"29737","other",6534,"income_decile",10
"29738","household",3290,"income_decile",6
"29739","collection",2798,"income_decile",2
"29740","collection",3922,"income_decile",4
"29741","household",12370,"income_decile",10
"29742","collection",2687,"income_decile",5
"29743","household",7906,"income_decile",9
"29744","other",4122,"income_decile",4
"29745","other",4327,"income_decile",7
"29746","collection",1414,"income_decile",1
"29747","parking",2639,"income_decile",2
"29748","household",4277,"income_decile",7
"29749","household",7958,"income_decile",9
"29750","other",4218,"income_decile",6
"29751","parking",3961,"income_decile",6
"29752","other",4087,"income_decile",9
"29753","other",3549,"income_decile",3
"29754","parking",7617,"income_decile",8
"29755","other",1246,"income_decile",1
"29756","other",3629,"income_decile",3
"29757","other",3066,"income_decile",5
"29758","other",3184,"income_decile",6
"29759","other",5628,"income_decile",6
